dms_orig,dms_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,dist_band,value_2017,tons_2017,tmiles_2017
42,251,,1,,5,1,8,4.028271,0.080459,0.21709
42,261,,1,,5,1,8,1.004585,0.082779,0.168614
42,341,,1,,5,1,8,1.008037,0.082567,0.205734
42,342,,1,,5,1,8,0.34764,0.003944,0.009662
42,361,,1,,5,1,8,0.807896,0.007311,0.019281
42,363,,1,,5,1,8,1.002569,0.083692,0.210788
42,391,,1,,5,1,7,0.04014,0.000408,0.000772
42,421,,1,,5,1,8,0.006261,7.6e-05,0.000185
42,459,,1,,5,1,8,0.053548,0.000551,0.001105
42,471,,1,,5,1,6,0.204441,0.002078,0.003009
42,531,,1,,5,1,7,1.280115,0.033966,0.05543
49,42,,1,,5,1,2,0.153703,0.045053,0.008402
49,49,,1,,5,1,2,20.916494,5.831054,0.87757
49,69,,1,,5,1,4,0.599581,0.175747,0.111773
49,350,,1,,5,1,3,0.863988,0.25325,0.069884
49,499,,1,,5,1,3,0.62294,0.182594,0.077572
50,11,,1,,5,1,3,27.995369,8.999784,3.972749
50,12,,1,,5,1,4,2.046517,0.775043,0.423485
50,19,,1,,5,1,3,70.985893,25.000191,11.687667
50,41,,1,,5,1,6,460.915619,156.116821,199.661403
50,42,,1,,5,1,6,2.336814,0.178353,0.228256
50,49,,1,,5,1,6,6.637819,10.34564,12.654586
50,50,,1,,5,1,2,3697.795166,1372.982666,161.474065
50,50,,2,,5,1,2,330.951904,81.013298,10.579928
50,61,,1,,5,1,7,197.978989,75.980545,122.321831
50,62,,1,,5,1,7,70.001541,22.00437,42.924842
50,63,,1,,5,1,7,23.008656,11.008632,18.080242
50,64,,1,,5,1,7,88.99279,33.968212,65.170203
50,64,,5,,5,1,8,3.290039,5.639809,12.661376
50,65,,1,,5,1,7,22.982595,8.99305,15.684221
50,69,,1,,5,1,7,43.007919,11.989062,21.956468
50,81,,1,,5,1,5,179.070465,160.93364,151.211302
50,92,,1,,5,1,6,28.983372,8.998888,12.531483
50,99,,1,,5,1,6,13.534809,4.720062,6.955455
50,121,,1,,5,1,5,12.989378,7.998603,7.24876
50,122,,1,,5,1,6,181.955521,51.9953,63.699598
50,123,,1,,5,1,5,6.993692,2.00017,1.977109
50,124,,1,,5,1,6,2.687051,2.663512,2.664253
50,129,,1,,5,1,5,126.002853,40.955448,36.312874
50,131,,1,,5,1,4,297.966187,115.01017,71.911398
50,132,,1,,5,1,5,97.00248,34.98542,29.494493
50,139,,1,,5,1,4,7.041645,0.760599,0.540789
50,160,,1,,5,1,7,2.22022,0.731302,1.211906
50,171,,1,,5,1,4,53.994995,11.99853,7.836004
50,172,,1,,5,1,3,3.823325,0.934941,0.353563
50,179,,1,,5,1,3,137.993393,55.977951,25.853736
50,182,,1,,5,1,4,131.986176,39.012218,23.567044
50,183,,1,,5,1,4,7.999238,0.999346,0.725448
50,189,,1,,5,1,4,192.965195,62.005379,35.767916
50,190,,1,,5,1,4,181.981232,128.987747,73.944182
50,201,,1,,5,1,3,40.016739,14.997476,4.580045
50,202,,1,,5,1,3,9.004027,3.997563,1.328644
50,209,,1,,5,1,3,71.977158,26.994598,10.737637
50,211,,1,,5,1,4,3.964334,1.600702,1.057724
50,212,,1,,5,1,4,5.004329,2.002354,1.103882
50,219,,1,,5,1,3,13.990479,4.000215,1.826939
50,221,,1,,5,1,3,2.875115,2.268919,0.988945
50,223,,1,,5,1,4,517.733154,167.060242,83.610393
50,229,,1,,5,1,3,50.596516,21.518536,6.21051
50,230,,1,,5,1,7,125.960892,44.049679,75.789668
50,241,,1,,5,1,6,17.800631,5.68365,6.409504
50,242,,1,,5,1,6,1.994528,0.124444,0.136881
50,249,,1,,5,1,6,1.899091,1.84823,2.106199
50,251,,1,,5,1,7,57.984192,20.001059,30.655331
50,259,,1,,5,1,7,130.047134,40.119175,60.3748
50,261,,1,,5,1,5,76.998589,30.007229,26.599268
50,262,,1,,5,1,5,14.988085,3.9983,3.218514
50,271,,1,,5,1,5,21.000023,7.999684,6.227091
50,279,,1,,5,1,5,0.0001,5e-05,4.3e-05
50,280,,1,,5,1,3,141.922836,48.289742,14.086224
50,291,,1,,5,1,3,47.999763,11.998631,3.804896
50,292,,1,,5,1,3,6.443585,2.876642,0.964389
50,299,,1,,5,1,2,168.977432,59.428898,13.234527
50,300,,1,,5,1,7,42.012688,15.00444,23.300265
50,311,,1,,5,1,4,11.993973,2.999224,1.584683
50,319,,1,,5,1,4,156.015945,158.992371,102.974207
50,329,,1,,5,1,7,1.798665,1.923322,3.499723
50,331,,1,,5,1,7,34.920429,13.016926,20.430927
50,341,,1,,5,1,6,26.98863,8.978335,11.528154
50,342,,1,,5,1,6,24.979774,9.993053,12.311446
50,350,,1,,5,1,5,125.016167,44.031197,38.548823
50,361,,1,,5,1,6,75.97477,25.004599,35.480986
50,362,,1,,5,1,6,128.989655,41.01321,44.912933
50,363,,1,,5,1,6,141.938614,44.99501,59.110178
50,364,,1,,5,1,6,41.964645,12.988215,15.301018
50,369,,1,,5,1,6,167.972366,58.999065,76.047935
50,371,,1,,5,1,5,98.989204,28.000614,23.69251
50,373,,1,,5,1,5,31.009457,10.999935,10.695237
50,379,,1,,5,1,5,37.986378,9.002868,8.35128
50,380,,1,,5,1,6,0.956709,0.737872,0.832086
50,391,,1,,5,1,4,16.997734,7.000207,4.781539
50,392,,1,,5,1,5,5.987982,2.000524,1.796533
50,393,,1,,5,1,5,90.990959,31.000587,24.168247
50,394,,1,,5,1,4,7.437224,3.045424,2.165622
50,399,,1,,5,1,5,8.00016,4.001189,3.234483
50,401,,1,,5,1,3,49.018463,31.013435,8.218856
50,402,,1,,5,1,2,100.27681,31.025801,5.216379
50,409,,1,,5,1,2,333.82019,132.104782,30.90425
50,411,,1,,5,1,8,48.01852,16.979437,36.702433
50,419,,1,,5,1,8,0.395678,0.005563,0.011413
50,421,,1,,5,1,6,13.979151,4.996093,6.094818
50,422,,1,,5,1,5,43.981663,14.999188,14.4317
50,423,,1,,5,1,6,0.030027,0.015707,0.019226
50,429,,1,,5,1,6,112.952194,36.978046,41.193467
50,451,,1,,5,1,5,1.741343,2.510385,2.287686
50,459,,1,,5,1,5,19.023258,6.000695,5.149624
50,460,,1,,5,1,5,0.298946,0.059809,0.05186
50,471,,1,,5,1,2,129.008392,49.997887,9.322485
